"key","dogstatsd_relevant","reason"
"kubernetes_node_label_as_cluster_name","false","prefix indicates non-DSD subsystem"
"kubernetes_node_labels_as_tags","false","prefix indicates non-DSD subsystem"
"kubernetes_persistent_volume_claims_as_tags","false","prefix indicates non-DSD subsystem"
"kubernetes_pod_annotations_as_tags","false","prefix indicates non-DSD subsystem"
"kubernetes_pod_expiration_duration","false","prefix indicates non-DSD subsystem"
"kubernetes_pod_labels_as_tags","false","prefix indicates non-DSD subsystem"
"kubernetes_resources_annotations_as_tags","false","prefix indicates non-DSD subsystem"
"kubernetes_resources_labels_as_tags","false","prefix indicates non-DSD subsystem"
"kubernetes_use_endpoint_slices","false","prefix indicates non-DSD subsystem"
"language_detection.enabled","false","prefix indicates non-DSD subsystem"
"language_detection.reporting.buffer_period","false","prefix indicates non-DSD subsystem"
"language_detection.reporting.enabled","false","prefix indicates non-DSD subsystem"
"language_detection.reporting.refresh_period","false","prefix indicates non-DSD subsystem"
"leader_election","false","prefix indicates non-DSD subsystem"
"leader_election_default_resource","false","prefix indicates non-DSD subsystem"
"leader_election_release_on_shutdown","false","prefix indicates non-DSD subsystem"
"leader_lease_duration","false","leader election config not DogStatsD"
"leader_lease_name","false","leader election config not DogStatsD"
"listeners","false","autodiscovery listeners for checks not DogStatsD"
"log_all_goroutines_when_unhealthy","false","Go-specific goroutine debug logging unrelated"
"log_enabled","false","log collection agent toggle not DogStatsD metrics"
"log_file","true","general logging config used by saluki/DogStatsD"
"log_file_max_rolls","true","general logging config used by saluki/DogStatsD"
"log_file_max_size","true","general logging config used by saluki/DogStatsD"
"log_format_json","true","general logging format config used by saluki"
"log_format_rfc3339","true","general logging timestamp format config"
"log_level","true","logging level config used by saluki/DogStatsD"
"log_payloads","true","debug payload logging could affect DogStatsD"
"log_to_console","true","logging infra used by DogStatsD components"
"log_to_syslog","true","logging infra used by DogStatsD components"
"logging_frequency","true","logging infra used by DogStatsD components"
"logon_duration.enabled","false","Windows logon tracking, not DogStatsD"
"logs_config","false","prefix indicates non-DSD subsystem"
"logs_config.add_logsource_tag","false","prefix indicates non-DSD subsystem"
"logs_config.additional_endpoints","false","prefix indicates non-DSD subsystem"
"logs_config.aggregation_timeout","false","prefix indicates non-DSD subsystem"
"logs_config.api_key","false","prefix indicates non-DSD subsystem"
"logs_config.atomic_registry_write","false","prefix indicates non-DSD subsystem"
"logs_config.auditor_ttl","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line.enable_datetime_detection","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line.enable_json_aggregation","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line.enable_json_detection","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line.pattern_table_match_threshold","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line.pattern_table_max_size","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line.tag_aggregated_json","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line.timestamp_detector_match_threshold","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line.tokenizer_max_input_bytes","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line_default_match_threshold","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line_default_match_timeout","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line_default_sample_size","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line_detection","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line_detection_custom_samples","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line_detection_tagging","false","prefix indicates non-DSD subsystem"
"logs_config.auto_multi_line_extra_patterns","false","prefix indicates non-DSD subsystem"
"logs_config.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"logs_config.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"logs_config.batch_max_size","false","prefix indicates non-DSD subsystem"
"logs_config.batch_wait","false","prefix indicates non-DSD subsystem"
"logs_config.close_timeout","false","prefix indicates non-DSD subsystem"
"logs_config.compression_kind","false","prefix indicates non-DSD subsystem"
"logs_config.compression_level","false","prefix indicates non-DSD subsystem"
"logs_config.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"logs_config.container_collect_all","false","prefix indicates non-DSD subsystem"
"logs_config.container_runtime_waiting_timeout","false","prefix indicates non-DSD subsystem"
"logs_config.dd_port","false","prefix indicates non-DSD subsystem"
"logs_config.dd_url","false","prefix indicates non-DSD subsystem"
"logs_config.dd_url_443","false","prefix indicates non-DSD subsystem"
"logs_config.delegated_auth.aws.region","false","prefix indicates non-DSD subsystem"
"logs_config.delegated_auth.org_uuid","false","prefix indicates non-DSD subsystem"
"logs_config.delegated_auth.provider","false","prefix indicates non-DSD subsystem"
"logs_config.delegated_auth.refresh_interval_mins","false","prefix indicates non-DSD subsystem"
"logs_config.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"logs_config.dev_mode_use_proto","false","prefix indicates non-DSD subsystem"
"logs_config.disable_distributed_senders","false","prefix indicates non-DSD subsystem"
"logs_config.docker_client_read_timeout","false","prefix indicates non-DSD subsystem"
"logs_config.docker_container_force_use_file","false","prefix indicates non-DSD subsystem"
"logs_config.docker_container_use_file","false","prefix indicates non-DSD subsystem"
"logs_config.docker_path_override","false","prefix indicates non-DSD subsystem"
"logs_config.enable_recursive_glob","false","prefix indicates non-DSD subsystem"
"logs_config.expected_tags_duration","false","prefix indicates non-DSD subsystem"
"logs_config.file_scan_period","false","prefix indicates non-DSD subsystem"
"logs_config.file_wildcard_selection_mode","false","prefix indicates non-DSD subsystem"
"logs_config.fingerprint_config.count","false","prefix indicates non-DSD subsystem"
"logs_config.fingerprint_config.count_to_skip","false","prefix indicates non-DSD subsystem"
"logs_config.fingerprint_config.fingerprint_strategy","false","prefix indicates non-DSD subsystem"
"logs_config.fingerprint_config.max_bytes","false","prefix indicates non-DSD subsystem"
"logs_config.force_auto_multi_line_detection_v1","false","prefix indicates non-DSD subsystem"
"logs_config.force_use_http","false","prefix indicates non-DSD subsystem"
"logs_config.force_use_tcp","false","prefix indicates non-DSD subsystem"
"logs_config.frame_size","false","prefix indicates non-DSD subsystem"
"logs_config.http_connectivity_retry_interval_max","false","prefix indicates non-DSD subsystem"
"logs_config.http_protocol","false","prefix indicates non-DSD subsystem"
"logs_config.http_timeout","false","prefix indicates non-DSD subsystem"
"logs_config.input_chan_size","false","prefix indicates non-DSD subsystem"
"logs_config.integrations_logs_disk_ratio","false","prefix indicates non-DSD subsystem"
"logs_config.integrations_logs_files_max_size","false","prefix indicates non-DSD subsystem"
"logs_config.integrations_logs_total_usage","false","prefix indicates non-DSD subsystem"
"logs_config.k8s_container_use_file","false","prefix indicates non-DSD subsystem"
"logs_config.k8s_container_use_kubelet_api","false","prefix indicates non-DSD subsystem"
"logs_config.kubelet_api_client_read_timeout","false","prefix indicates non-DSD subsystem"
"logs_config.logs_dd_url","false","prefix indicates non-DSD subsystem"
"logs_config.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"logs_config.max_message_size_bytes","false","prefix indicates non-DSD subsystem"
"logs_config.message_channel_size","false","prefix indicates non-DSD subsystem"
"logs_config.open_files_limit","false","prefix indicates non-DSD subsystem"
"logs_config.payload_channel_size","false","prefix indicates non-DSD subsystem"
"logs_config.pipeline_failover.enabled","false","prefix indicates non-DSD subsystem"
"logs_config.pipeline_failover.router_channel_size","false","prefix indicates non-DSD subsystem"
"logs_config.pipelines","false","prefix indicates non-DSD subsystem"
"logs_config.process_exclude_agent","false","prefix indicates non-DSD subsystem"
"logs_config.processing_rules","false","prefix indicates non-DSD subsystem"
"logs_config.processing_rules.name","false","prefix indicates non-DSD subsystem"
"logs_config.processing_rules.pattern","false","prefix indicates non-DSD subsystem"
"logs_config.run_path","false","prefix indicates non-DSD subsystem"
"logs_config.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"logs_config.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"logs_config.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"logs_config.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"logs_config.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"logs_config.socks5_proxy_address","false","prefix indicates non-DSD subsystem"
"logs_config.stop_grace_period","false","prefix indicates non-DSD subsystem"
"logs_config.streaming","false","prefix indicates non-DSD subsystem"
"logs_config.streaming.streamlogs_log_file","false","prefix indicates non-DSD subsystem"
"logs_config.tag_multi_line_logs","false","prefix indicates non-DSD subsystem"
"logs_config.tag_truncated_logs","false","prefix indicates non-DSD subsystem"
"logs_config.tagger_warmup_duration","false","prefix indicates non-DSD subsystem"
"logs_config.use_compression","false","prefix indicates non-DSD subsystem"
"logs_config.use_http","false","prefix indicates non-DSD subsystem"
"logs_config.use_podman_logs","false","prefix indicates non-DSD subsystem"
"logs_config.use_port_443","false","prefix indicates non-DSD subsystem"
"logs_config.use_sourcehost_tag","false","prefix indicates non-DSD subsystem"
"logs_config.use_tcp","false","prefix indicates non-DSD subsystem"
"logs_config.use_v2_api","false","prefix indicates non-DSD subsystem"
"logs_config.validate_pod_container_id","false","prefix indicates non-DSD subsystem"
"logs_config.windows_open_file_timeout","false","prefix indicates non-DSD subsystem"
"logs_config.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"logs_dd_url","false","logs product endpoint, not metrics/DogStatsD"
"logs_enabled","false","logs product toggle, not DogStatsD metrics"
"logs_no_ssl","false","logs product SSL, not DogStatsD metrics"
"memory_limit","true","bounds memory for entire saluki process"
"memory_slop_factor","true","adjusts memory limit affecting DogStatsD"
"memtrack_enabled","false","memory tracking diagnostics, not DogStatsD"
"metadata_endpoints_max_hostname_size","false","metadata endpoint config, not DogStatsD"
"metadata_ip_resolution_from_hostname","false","metadata IP resolution, not DogStatsD"
"metadata_provider_stop_timeout","false","metadata provider lifecycle, not DogStatsD"
"metadata_providers","false","metadata provider config, not DogStatsD"
"metadata_providers.interval","false","metadata provider interval, not DogStatsD"
"metric_filterlist","true","filters DogStatsD metrics by name"
"metric_filterlist_match_prefix","true","prefix matching for DogStatsD metric filter"
"metric_tag_filterlist","true","filters tags on DogStatsD metrics"
"metrics_port","false","agent metrics/debug port, not DogStatsD"
"min_tls_version","true","TLS config affects metric forwarding"
"multi_region_failover.api_key","false","prefix indicates non-DSD subsystem"
"multi_region_failover.dd_url","false","prefix indicates non-DSD subsystem"
"multi_region_failover.enabled","false","prefix indicates non-DSD subsystem"
"multi_region_failover.failover_apm","false","prefix indicates non-DSD subsystem"
"multi_region_failover.failover_logs","false","prefix indicates non-DSD subsystem"
"multi_region_failover.failover_metrics","false","prefix indicates non-DSD subsystem"
"multi_region_failover.logs_service_allowlist","false","prefix indicates non-DSD subsystem"
"multi_region_failover.metric_allowlist","false","prefix indicates non-DSD subsystem"
"multi_region_failover.remote_configuration.clients.cache_bypass_limit","false","prefix indicates non-DSD subsystem"
"multi_region_failover.remote_configuration.clients.ttl_seconds","false","prefix indicates non-DSD subsystem"
"multi_region_failover.remote_configuration.config_root","false","prefix indicates non-DSD subsystem"
"multi_region_failover.remote_configuration.director_root","false","prefix indicates non-DSD subsystem"
"multi_region_failover.remote_configuration.key","false","prefix indicates non-DSD subsystem"
"multi_region_failover.remote_configuration.max_backoff_interval","false","prefix indicates non-DSD subsystem"
"multi_region_failover.remote_configuration.max_backoff_time","false","prefix indicates non-DSD subsystem"
"multi_region_failover.remote_configuration.org_status_refresh_interval","false","prefix indicates non-DSD subsystem"
"multi_region_failover.remote_configuration.refresh_interval","false","prefix indicates non-DSD subsystem"
"multi_region_failover.site","false","prefix indicates non-DSD subsystem"
"network.id","false","network metadata ID, not DogStatsD"
"network_check.use_core_loader","false","network check loader, not DogStatsD"
"network_config.allow_netlink_conntracker_fallback","false","prefix indicates non-DSD subsystem"
"network_config.cert_collection_map_cleaner_interval","false","prefix indicates non-DSD subsystem"
"network_config.closed_buffer_wakeup_count","false","prefix indicates non-DSD subsystem"
"network_config.closed_channel_size","false","prefix indicates non-DSD subsystem"
"network_config.closed_connection_flush_threshold","false","prefix indicates non-DSD subsystem"
"network_config.collect_tcp_v4","false","prefix indicates non-DSD subsystem"
"network_config.collect_tcp_v6","false","prefix indicates non-DSD subsystem"
"network_config.collect_udp_v4","false","prefix indicates non-DSD subsystem"
"network_config.collect_udp_v6","false","prefix indicates non-DSD subsystem"
"network_config.conntrack_init_timeout","false","prefix indicates non-DSD subsystem"
"network_config.direct_send","false","prefix indicates non-DSD subsystem"
"network_config.dns_monitoring_ports","false","prefix indicates non-DSD subsystem"
"network_config.dns_recorded_query_types","false","prefix indicates non-DSD subsystem"
"network_config.enable_cert_collection","false","prefix indicates non-DSD subsystem"
"network_config.enable_cilium_lb_conntracker","false","prefix indicates non-DSD subsystem"
"network_config.enable_connection_rollup","false","prefix indicates non-DSD subsystem"
"network_config.enable_custom_batching","false","prefix indicates non-DSD subsystem"
"network_config.enable_dns_by_querytype","false","prefix indicates non-DSD subsystem"
"network_config.enable_ebpf_conntracker","false","prefix indicates non-DSD subsystem"
"network_config.enable_ebpfless","false","prefix indicates non-DSD subsystem"
"network_config.enable_fentry","false","prefix indicates non-DSD subsystem"
"network_config.enable_gateway_lookup","false","prefix indicates non-DSD subsystem"
"network_config.enable_http_monitoring","false","prefix indicates non-DSD subsystem"
"network_config.enable_https_monitoring","false","prefix indicates non-DSD subsystem"
"network_config.enable_protocol_classification","false","prefix indicates non-DSD subsystem"
"network_config.enable_ringbuffers","false","prefix indicates non-DSD subsystem"
"network_config.enable_root_netns","false","prefix indicates non-DSD subsystem"
"network_config.enable_tcp_failed_connections","false","prefix indicates non-DSD subsystem"
"network_config.enabled","false","prefix indicates non-DSD subsystem"
"network_config.http_max_request_fragment","false","prefix indicates non-DSD subsystem"
"network_config.http_notification_threshold","false","prefix indicates non-DSD subsystem"
"network_config.http_replace_rules","false","prefix indicates non-DSD subsystem"
"network_config.ignore_conntrack_init_failure","false","prefix indicates non-DSD subsystem"
"network_config.max_failed_connections_buffered","false","prefix indicates non-DSD subsystem"
"network_config.max_http_stats_buffered","false","prefix indicates non-DSD subsystem"
"network_config.max_tracked_http_connections","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.additional_endpoints","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.batch_max_size","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.batch_wait","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.compression_kind","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.compression_level","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.dd_url","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.input_chan_size","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.logs_dd_url","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.use_compression","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.use_v2_api","false","prefix indicates non-DSD subsystem"
"network_config_management.forwarder.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"network_devices","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.allowed_failures","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.collect_device_metadata","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.collect_topology","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.collect_vpn","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.ad_identifier","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.authentications","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.authentications.authKey","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.authentications.authProtocol","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.authentications.community_string","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.authentications.context_name","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.authentications.privKey","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.authentications.privProtocol","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.authentications.user","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.ignored_ip_addresses","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.interface_config","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.interface_config.disabled","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.interface_config.in_speed","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.interface_config.match_value","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.interface_config.out_speed","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.interface_config.tags","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.loader","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.min_collection_interval","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.oid_batch_size","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.ping","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.ping.count","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.ping.enabled","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.ping.interval","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.ping.linux","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.ping.timeout","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.ping.use_raw_socket","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.port","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.tags","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.configs.use_device_id_as_hostname","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.discovery_allowed_failures","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.discovery_interval","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.loader","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.min_collection_interval","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.namespace","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.oid_batch_size","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.ping","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.ping.count","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.ping.enabled","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.ping.interval","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.ping.linux","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.ping.linux.use_raw_socket","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.ping.timeout","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.retries","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.timeout","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.use_deduplication","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.use_device_id_as_hostname","false","prefix indicates non-DSD subsystem"
"network_devices.autodiscovery.workers","false","prefix indicates non-DSD subsystem"
"network_devices.default_scan","false","prefix indicates non-DSD subsystem"
"network_devices.default_scan.enabled","false","prefix indicates non-DSD subsystem"
"network_devices.default_scan.excluded_ips","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.additional_endpoints","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.batch_max_size","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.batch_wait","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.compression_kind","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.compression_level","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.dd_url","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.input_chan_size","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.logs_dd_url","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.use_compression","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.use_v2_api","false","prefix indicates non-DSD subsystem"
"network_devices.metadata.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"network_devices.namespace","false","prefix indicates non-DSD subsystem"
"network_devices.netflow","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.aggregator_buffer_size","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.aggregator_flow_context_ttl","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.aggregator_flush_interval","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.aggregator_port_rollup_threshold","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.aggregator_rollup_tracker_refresh_interval","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.enabled","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.additional_endpoints","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.batch_max_size","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.batch_wait","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.compression_kind","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.compression_level","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.dd_url","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.input_chan_size","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.logs_dd_url","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.use_compression","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.use_v2_api","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.forwarder.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.listeners","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.listeners.mapping","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.listeners.mapping.destination","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.listeners.mapping.type","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.listeners.port","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.reverse_dns_enrichment_enabled","false","prefix indicates non-DSD subsystem"
"network_devices.netflow.stop_timeout","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.bind_host","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.community_strings","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.enabled","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.additional_endpoints","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.batch_max_concurrent_send","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.batch_max_content_size","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.batch_max_size","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.batch_wait","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.compression_kind","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.compression_level","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.connection_reset_interval","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.dd_url","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.dev_mode_no_ssl","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.input_chan_size","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.logs_dd_url","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.logs_no_ssl","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.sender_backoff_base","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.sender_backoff_factor","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.sender_backoff_max","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.sender_recovery_interval","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.sender_recovery_reset","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.use_compression","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.use_v2_api","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.forwarder.zstd_compression_level","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.port","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.stop_timeout","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.users","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.users.authKey","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.users.authProtocol","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.users.privKey","false","prefix indicates non-DSD subsystem"
"network_devices.snmp_traps.users.privProtocol","false","prefix indicates non-DSD subsystem"
"network_path.collector.dest_excludes","false","prefix indicates non-DSD subsystem"
"network_path.collector.disable_intra_vpc_collection","false","prefix indicates non-DSD subsystem"
"network_path.collector.disable_windows_driver","false","prefix indicates non-DSD subsystem"
"network_path.collector.e2e_queries","false","prefix indicates non-DSD subsystem"
